Reaction,First Reactant,First Product,Reactant Formula,Reactant MW,Product Formula,Product MW,MW Difference,Formula Difference
"(2E,6E)-farnesyl diphosphate  ->  (+)-valencene + diphosphate","(2E,6E)-farnesyl diphosphate",(+)-valencene,C15H25O7P2,382.1310262735,C15H24,204.1878007704,-177.9432,-H-O7-P2
"(2E,6E)-farnesyl diphosphate  ->  (-)-germacrene D + diphosphate","(2E,6E)-farnesyl diphosphate",(-)-germacrene D,C15H25O7P2,382.1310262735,C15H24,204.1878007704,-177.9432,-H-O7-P2
"(2E,6E)-farnesyl diphosphate  ->  (-)-vetispiradiene + diphosphate","(2E,6E)-farnesyl diphosphate",(-)-vetispiradiene,C15H25O7P2,382.1310262735,C15H24,204.1878007704,-177.9432,-H-O7-P2
"(2E,6E)-farnesyl diphosphate  ->  (E,E)-germacrene B + diphosphate","(2E,6E)-farnesyl diphosphate","(E,E)-germacrene B",C15H25O7P2,382.1310262735,C15H24,204.1878007704,-177.9432,-H-O7-P2
"(2E,6E)-farnesyl diphosphate  ->  (Z,E)-germacrene B + diphosphate","(2E,6E)-farnesyl diphosphate","(Z,E)-germacrene B",C15H25O7P2,382.1310262735,C15H24,204.1878007704,-177.9432,-H-O7-P2
"(2E,6E)-farnesyl diphosphate  ->  cis-muurola-3,5-diene + diphosphate","(2E,6E)-farnesyl diphosphate","cis-muurola-3,5-diene",C15H25O7P2,382.1310262735,C15H24,204.1878007704,-177.9432,-H-O7-P2
"(2E,6E)-farnesyl diphosphate  ->  cis-muurola-4(14),5-diene + diphosphate","(2E,6E)-farnesyl diphosphate","cis-muurola-4(14),5-diene",C15H25O7P2,382.1310262735,C15H24,204.1878007704,-177.9432,-H-O7-P2
"(2E,6E)-farnesyl diphosphate  ->  cyclosativene + diphosphate","(2E,6E)-farnesyl diphosphate",cyclosativene,C15H25O7P2,382.1310262735,C15H24,204.1878007704,-177.9432,-H-O7-P2
"(2E,6E)-farnesyl diphosphate  ->  germacrene C + diphosphate","(2E,6E)-farnesyl diphosphate",germacrene C,C15H25O7P2,382.1310262735,C15H24,204.1878007704,-177.9432,-H-O7-P2
"(2E,6E)-farnesyl diphosphate  ->  guaia-6,9-diene + diphosphate","(2E,6E)-farnesyl diphosphate","guaia-6,9-diene",C15H25O7P2,382.1310262735,C15H24,204.1878007704,-177.9432,-H-O7-P2
"(2E,6E)-farnesyl diphosphate  ->  isobazzanene + diphosphate","(2E,6E)-farnesyl diphosphate",isobazzanene,C15H25O7P2,382.1310262735,C15H24,204.1878007704,-177.9432,-H-O7-P2
"(2E,6E)-farnesyl diphosphate  ->  longicyclene + diphosphate","(2E,6E)-farnesyl diphosphate",longicyclene,C15H25O7P2,382.1310262735,C15H24,204.1878007704,-177.9432,-H-O7-P2
"(2E,6E)-farnesyl diphosphate  ->  longifolene + diphosphate","(2E,6E)-farnesyl diphosphate",longifolene,C15H25O7P2,382.1310262735,C15H24,204.1878007704,-177.9432,-H-O7-P2
"(2E,6E)-farnesyl diphosphate  ->  seli-3,7(11)-diene + diphosphate","(2E,6E)-farnesyl diphosphate","seli-3,7(11)-diene",C15H25O7P2,382.1310262735,C15H24,204.1878007704,-177.9432,-H-O7-P2
"(2E,6E)-farnesyl diphosphate  ->  sesquisabinene + diphosphate","(2E,6E)-farnesyl diphosphate",sesquisabinene,C15H25O7P2,382.1310262735,C15H24,204.1878007704,-177.9432,-H-O7-P2
"(2E,6E)-farnesyl diphosphate  ->  sesquithujene + diphosphate","(2E,6E)-farnesyl diphosphate",sesquithujene,C15H25O7P2,382.1310262735,C15H24,204.1878007704,-177.9432,-H-O7-P2
"(2E,6E)-farnesyl diphosphate  ->  sibirene + diphosphate","(2E,6E)-farnesyl diphosphate",sibirene,C15H25O7P2,382.1310262735,C15H24,204.1878007704,-177.9432,-H-O7-P2
"(2E,6E)-farnesyl diphosphate + 3 3-methylbut-3-en-1-yl diphosphate  ->  all-trans-hexaprenyl diphosphate + 3 diphosphate","(2E,6E)-farnesyl diphosphate",all-trans-hexaprenyl diphosphate,C15H25O7P2,382.1310262735,C30H49O7P2,586.3188270439,204.1878,C15H24
"(2E,6E)-farnesyl diphosphate + 4 3-methylbut-3-en-1-yl diphosphate  ->  all-trans-heptaprenyl diphosphate + 4 diphosphate","(2E,6E)-farnesyl diphosphate",all-trans-heptaprenyl diphosphate,C15H25O7P2,382.1310262735,C35H57O7P2,654.3814273007,272.2504,C20H32
"(2E,6E)-farnesyl diphosphate + 5 3-methylbut-3-en-1-yl diphosphate  ->  all-trans-octaprenyl diphosphate + 5 diphosphate","(2E,6E)-farnesyl diphosphate",all-trans-octaprenyl diphosphate,C15H25O7P2,382.1310262735,C40H65O7P2,722.4440275575,340.313,C25H40
"(2E,6E)-farnesyl diphosphate + H2O  ->  (-)-patchoulol + diphosphate","(2E,6E)-farnesyl diphosphate",(-)-patchoulol,C15H25O7P2,382.1310262735,C15H26O,222.1983654567,-159.9327,H-O6-P2
"(2E,6E)-farnesyl diphosphate + H2O  ->  (2E,6E)-farnesol + diphosphate","(2E,6E)-farnesyl diphosphate","(2E,6E)-farnesol",C15H25O7P2,382.1310262735,C15H26O,222.1983654567,-159.9327,H-O6-P2
"(2E,6E)-farnesyl diphosphate + H2O  ->  (3R,6E)-nerolidol + diphosphate","(2E,6E)-farnesyl diphosphate","(3R,6E)-nerolidol",C15H25O7P2,382.1310262735,C15H26O,222.1983654567,-159.9327,H-O6-P2
"(2E,6E)-farnesyl diphosphate + H2O  ->  (3S,6E)-nerolidol + diphosphate","(2E,6E)-farnesyl diphosphate","(3S,6E)-nerolidol",C15H25O7P2,382.1310262735,C15H26O,222.1983654567,-159.9327,H-O6-P2
"(2E,6E)-farnesyl diphosphate + H2O  ->  longiborneol + diphosphate","(2E,6E)-farnesyl diphosphate",longiborneol,C15H25O7P2,382.1310262735,C15H26O,222.1983654567,-159.9327,H-O6-P2
"(2E,6E)-farnesyl phosphate + CTP  ->  (2E,6E)-farnesyl diphosphate + CDP","(2E,6E)-farnesyl phosphate","(2E,6E)-farnesyl diphosphate",C15H25O4P,302.1646958651,C15H25O7P2,382.1310262735,79.9663,O3P
(2R)-2-hydroxy-2-methylbutanenitrile  ->  hydrogen cyanide + butan-2-one,(2R)-2-hydroxy-2-methylbutanenitrile,hydrogen cyanide,C5H9NO,99.0684139162,CHN,27.0108990373,-72.0575,-C4-H8-O
(2R)-naringenin + 2-oxoglutarate + dioxygen  ->  (-)-dihydrokaempferol + succinate + CO2,(2R)-naringenin,(-)-dihydrokaempferol,C15H12O5,272.0684734957,C15H12O6,288.0633881178,15.9949,O
"(2R,3S)-2,4',5,7-tetrahydroxyisoflavanone  ->  genistein + H2O + H+","(2R,3S)-2,4',5,7-tetrahydroxyisoflavanone",genistein,C15H12O6,288.0633881178,C15H9O5,270.0528234315,-18.0106,-H3-O
"(2R,3S)-2,4',5,7-tetrahydroxyisoflavanone + S-adenosyl-L-methionine  ->  (2R,3S)-2,5,7-trihydroxy-4'-methoxyisoflavanone + S-adenosyl-L-homocysteine + H+","(2R,3S)-2,4',5,7-tetrahydroxyisoflavanone","(2R,3S)-2,5,7-trihydroxy-4'-methoxyisoflavanone",C15H12O6,288.0633881178,C16H14O6,302.079038182,14.0157,CH2
"(2R,3S)-2,4',7-trihydroxyisoflavanone  ->  daidzein + H2O","(2R,3S)-2,4',7-trihydroxyisoflavanone",daidzein,C15H12O5,272.0684734957,C15H10O4,254.0579088094,-18.0106,-H2-O
"(2R,3S)-2,4',7-trihydroxyisoflavanone + S-adenosyl-L-methionine  ->  (2R,3S)-2,7-dihydroxy-4'-methoxyisoflavanone + S-adenosyl-L-homocysteine + H+","(2R,3S)-2,4',7-trihydroxyisoflavanone","(2R,3S)-2,7-dihydroxy-4'-methoxyisoflavanone",C15H12O5,272.0684734957,C16H14O5,286.0841235599,14.0157,CH2
"(2R,3S)-2,5,7-trihydroxy-4'-methoxyisoflavanone  ->  biochanin-A + H2O + H+","(2R,3S)-2,5,7-trihydroxy-4'-methoxyisoflavanone",biochanin-A,C16H14O6,302.079038182,C16H11O5,284.0684734957,-18.0106,-H3-O
"(2R,3S)-2,7-dihydroxy-4'-methoxyisoflavanone  ->  formononetin + H2O","(2R,3S)-2,7-dihydroxy-4'-methoxyisoflavanone",formononetin,C16H14O5,286.0841235599,C16H12O4,268.0735588736,-18.0106,-H2-O
"(2R,3S)-3-isopropylmalate + NAD+  ->  (2S)-2-isopropyl-3-oxosuccinate + NADH + H+","(2R,3S)-3-isopropylmalate",(2S)-2-isopropyl-3-oxosuccinate,C7H10O5,176.0684734957,C7H8O5,174.0528234315,-2.0157,-H2
"(2R,3S,4S)-leucocyanidin + 2-oxoglutarate + dioxygen  ->  (4S)-2,3-dehydro-leucocyanidin + succinate + CO2 + H2O","(2R,3S,4S)-leucocyanidin","(4S)-2,3-dehydro-leucocyanidin",C15H14O7,306.0739528041,C15H12O7,304.0583027399,-2.0157,-H2
"(2R,3S,4S)-leucocyanidin + NADP+  <-  (+)-taxifolin + NADPH + 2 H+",(+)-taxifolin,"(2R,3S,4S)-leucocyanidin",C15H11O7,304.0583027399,C15H14O7,306.0739528041,2.0157,H3
"(2R,3S,4S)-leucodelphinidin + 2-oxoglutarate + dioxygen  ->  delphinidin + CO2 + succinate + H+ + 2 H2O","(2R,3S,4S)-leucodelphinidin",delphinidin,C15H14O8,322.0688674262,C15H9O7,303.0504777078,-19.0184,-H5-O
"(2R,3S,4S)-leucodelphinidin + NADP+  <-  (+)-dihydromyricetin + NADPH + 2 H+",(+)-dihydromyricetin,"(2R,3S,4S)-leucodelphinidin",C15H11O8,320.053217362,C15H14O8,322.0688674262,2.0157,H3
"(2R,3S,4S)-leucopelargonidin + 2-oxoglutarate + dioxygen  ->  (4S)-2,3-dehydroleucopelargonidin + succinate + CO2 + H2O + 2 H+","(2R,3S,4S)-leucopelargonidin","(4S)-2,3-dehydroleucopelargonidin",C15H14O6,290.079038182,C15H10O6,288.0633881178,-2.0157,-H4
"(2R,3S,4S)-leucopelargonidin + NADP+  <-  (+)-dihydrokaempferol + NADPH + H+",(+)-dihydrokaempferol,"(2R,3S,4S)-leucopelargonidin",C15H12O6,288.0633881178,C15H14O6,290.079038182,2.0157,H2
(2S)-2-amino-4-deoxy-chorismate  ->  anthranilate + pyruvate + H+,(2S)-2-amino-4-deoxy-chorismate,anthranilate,C10H10NO5,225.0637224688,C7H6NO2,137.0476784741,-88.016,-C3-H4-O3
(2S)-2-methylbutanoyl-CoA + 3 malonyl-CoA + 3 H+  ->  phlormethylbutanophenone + 3 CO2 + 4 coenzyme A,(2S)-2-methylbutanoyl-CoA,phlormethylbutanophenone,C26H40N7O17P3S,851.1727232444999,C11H14O4,210.0892089378,-641.0835,-C15-H26-N7-O13-P3-S
"(2S)-6,7,4'-trihydroxyflavanone + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  2,6,7,4'-tetrahydroxyisoflavanone + oxidized [NADPH-hemoprotein reductase] + H2O","(2S)-6,7,4'-trihydroxyflavanone","2,6,7,4'-tetrahydroxyisoflavanone",C15H12O5,272.0684734957,C15H12O6,288.0633881178,15.9949,O
(2S)-eriodictyol + 2-oxoglutarate + dioxygen  ->  (+)-taxifolin + CO2 + succinate,(2S)-eriodictyol,(+)-taxifolin,C15H11O6,288.0633881178,C15H11O7,304.0583027399,15.9949,O
(2S)-eriodictyol + 2-oxoglutarate + dioxygen  ->  luteolin + succinate + CO2 + H2O,(2S)-eriodictyol,luteolin,C15H11O6,288.0633881178,C15H9O6,286.04773805359997,-2.0157,-H2
(2S)-eriodictyol + reduced [NADPH-hemoprotein reductase] + dioxygen + H+  ->  2-hydroxyeriodictyol + oxidized [NADPH-hemoprotein reductase] + H2O,(2S)-eriodictyol,2-hydroxyeriodictyol,C15H11O6,288.0633881178,C15H12O7,304.0583027399,15.9949,HO
(2S)-eriodictyol + S-adenosyl-L-methionine  ->  (2S)-hesperetin + S-adenosyl-L-homocysteine + H+,(2S)-eriodictyol,(2S)-hesperetin,C15H11O6,288.0633881178,C16H13O6,302.079038182,14.0157,CH2
(2S)-eriodictyol + S-adenosyl-L-methionine  ->  homoeriodictyol + S-adenosyl-L-homocysteine + H+,(2S)-eriodictyol,homoeriodictyol,C15H11O6,288.0633881178,C16H13O6,302.079038182,14.0157,CH2
"(2S)-liquiritigenin + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (2R,3S)-2,4',7-trihydroxyisoflavanone + oxidized [NADPH-hemoprotein reductase] + H2O",(2S)-liquiritigenin,"(2R,3S)-2,4',7-trihydroxyisoflavanone",C15H12O4,256.0735588736,C15H12O5,272.0684734957,15.9949,O
"(2S)-liquiritigenin + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (2S)-6,7,4'-trihydroxyflavanone + oxidized [NADPH-hemoprotein reductase] + H2O",(2S)-liquiritigenin,"(2S)-6,7,4'-trihydroxyflavanone",C15H12O4,256.0735588736,C15H12O5,272.0684734957,15.9949,O
(2S)-liquiritigenin + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  2-hydroxyliquiritigenin + oxidized [NADPH-hemoprotein reductase] + H2O,(2S)-liquiritigenin,2-hydroxyliquiritigenin,C15H12O4,256.0735588736,C15H12O5,272.0684734957,15.9949,O
(2S)-liquiritigenin + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  licodione + oxidized [NADPH-hemoprotein reductase] + H2O + H+,(2S)-liquiritigenin,licodione,C15H12O4,256.0735588736,C15H11O5,272.0684734957,15.9949,-HO
(2S)-methylbutanenitrile + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  2-hydroxy-2-methylbutanenitrile + oxidized [NADPH-hemoprotein reductase] + H2O,(2S)-methylbutanenitrile,2-hydroxy-2-methylbutanenitrile,C5H9N,83.0734992941,C5H9NO,99.0684139162,15.9949,O
(2S)-naringenin + 2-oxoglutarate + dioxygen  ->  apigenin + succinate + CO2 + H2O + H+,(2S)-naringenin,apigenin,C15H12O5,272.0684734957,C15H9O5,270.0528234315,-2.0157,-H3
(2S)-naringenin + 2-oxoglutarate + dioxygen  ->  CO2 + succinate + (+)-dihydrokaempferol,(2S)-naringenin,CO2,C15H12O5,272.0684734957,CO2,43.9898292442,-228.0786,-C14-H12-O3
"(2S)-naringenin + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (2R,3S)-2,4',5,7-tetrahydroxyisoflavanone + oxidized [NADPH-hemoprotein reductase] + H2O",(2S)-naringenin,"(2R,3S)-2,4',5,7-tetrahydroxyisoflavanone",C15H12O5,272.0684734957,C15H12O6,288.0633881178,15.9949,O
(2S)-naringenin + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  2-hydroxynaringenin + oxidized [NADPH-hemoprotein reductase] + H2O + H+,(2S)-naringenin,2-hydroxynaringenin,C15H12O5,272.0684734957,C15H11O6,288.0633881178,15.9949,-HO
(2S)-naringenin + S-adenosyl-L-methionine  ->  (2S)-sakuranetin + S-adenosyl-L-homocysteine + H+,(2S)-naringenin,(2S)-sakuranetin,C15H12O5,272.0684734957,C16H14O5,286.0841235599,14.0157,CH2
(2S)-pinocembrin + 2-oxoglutarate + dioxygen  ->  (+)-pinobanksin + CO2 + succinate,(2S)-pinocembrin,(+)-pinobanksin,C15H11O4,256.0735588736,C15H11O5,272.0684734957,15.9949,O
(2S)-pinocembrin + 2-oxoglutarate + dioxygen  ->  chrysin + succinate + CO2 + H2O,(2S)-pinocembrin,chrysin,C15H11O4,256.0735588736,C15H9O4,254.0579088094,-2.0157,-H2
"(2S)-pinocembrin + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  2,5,7-trihydroxyflavanone + oxidized [NADPH-hemoprotein reductase] + H2O",(2S)-pinocembrin,"2,5,7-trihydroxyflavanone",C15H11O4,256.0735588736,C15H11O5,272.0684734957,15.9949,O
(2S)-sakuranetin + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  carthamidin-7-methyl ether + oxidized [NADPH-hemoprotein reductase] + H2O,(2S)-sakuranetin,carthamidin-7-methyl ether,C16H14O5,286.0841235599,C16H14O6,302.079038182,15.9949,O
(3-aminopropyl)dimethylsulfanium + dioxygen + H2O  ->  dimethyl(3-oxopropyl)sulfanium + ammonium + hydrogen peroxide,(3-aminopropyl)dimethylsulfanium,dimethyl(3-oxopropyl)sulfanium,C5H15NS,121.0925201767,C5H11OS,120.0608856973,-1.0316,-H4-NO
(3R)-2'-hydroxydihydrodaidzein + NADP+  <-  2'-hydroxydaidzein + NADPH + H+,2'-hydroxydaidzein,(3R)-2'-hydroxydihydrodaidzein,C15H10O5,270.0528234315,C15H12O5,272.0684734957,2.0157,H2
"(3R)-3-hydroxy-16-methoxy-2,3-dihydrotabersonine + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + deacetoxyvindoline + H+","(3R)-3-hydroxy-16-methoxy-2,3-dihydrotabersonine",S-adenosyl-L-homocysteine,C22H29N2O4,384.2049073976,C14H20N6O5S,384.1215884737,-0.0833,-C8-H9N4OS
(3R)-3-hydroxy-arachidoyl-CoA  ->  (2E)-icos-2-enoyl-CoA + H2O,(3R)-3-hydroxy-arachidoyl-CoA,(2E)-icos-2-enoyl-CoA,C41H70N7O18P3S,1077.4023888296,C41H68N7O17P3S,1059.3918241433,-18.0106,-H2-O
(3R)-3-hydroxy-arachidoyl-CoA + NADP+  <-  3-oxoicosanoyl-CoA + NADPH + H+,3-oxoicosanoyl-CoA,(3R)-3-hydroxy-arachidoyl-CoA,C41H68N7O18P3S,1075.3867387654002,C41H70N7O18P3S,1077.4023888296,2.0157,H2
(3R)-3-hydroxybehenoyl-CoA  ->  trans-docos-2-enoyl-CoA + H2O,(3R)-3-hydroxybehenoyl-CoA,trans-docos-2-enoyl-CoA,C43H74N7O18P3S,1105.4336889580002,C43H72N7O17P3S,1087.4231242717,-18.0106,-H2-O
(3R)-3-hydroxybehenoyl-CoA + NADP+  <-  3-oxobehenoyl-CoA + NADPH + H+,3-oxobehenoyl-CoA,(3R)-3-hydroxybehenoyl-CoA,C43H72N7O18P3S,1103.4180388938005,C43H74N7O18P3S,1105.4336889580002,2.0157,H2
(3R)-3-hydroxybutanoyl-CoA + NAD+  ->  acetoacetyl-CoA + NADH + H+,(3R)-3-hydroxybutanoyl-CoA,acetoacetyl-CoA,C25H38N7O18P3S,853.1519878024,C25H36N7O18P3S,851.1363377382,-2.0157,-H2
(3R)-3-hydroxycerotoyl-CoA  ->  trans-cerot-2-enoyl-CoA + H2O,(3R)-3-hydroxycerotoyl-CoA,trans-cerot-2-enoyl-CoA,C47H82N7O18P3S,1161.4962892148,C47H80N7O17P3S,1143.4857245285,-18.0106,-H2-O
(3R)-3-hydroxycerotoyl-CoA + NADP+  <-  3-oxocerotoyl-CoA + NADPH + H+,3-oxocerotoyl-CoA,(3R)-3-hydroxycerotoyl-CoA,C47H80N7O18P3S,1159.4806391506002,C47H82N7O18P3S,1161.4962892148,2.0157,H2
(3R)-3-hydroxylignoceroyl-CoA  ->  trans-lignocer-2-enoyl-CoA + H2O,(3R)-3-hydroxylignoceroyl-CoA,trans-lignocer-2-enoyl-CoA,C45H78N7O18P3S,1133.4649890864002,C45H76N7O17P3S,1115.4544244001002,-18.0106,-H2-O
(3R)-3-hydroxylignoceroyl-CoA + NADP+  <-  3-oxolignoceroyl-CoA + NADPH + H+,3-oxolignoceroyl-CoA,(3R)-3-hydroxylignoceroyl-CoA,C45H76N7O18P3S,1131.4493390222,C45H78N7O18P3S,1133.4649890864002,2.0157,H2
"(3R)-hydroxy-auricoloyl-CoA  ->  (2E,11Z,14R,17Z)-14-hydroxy-icosa-2,11,17-trienoyl-CoA + H2O",(3R)-hydroxy-auricoloyl-CoA,"(2E,11Z,14R,17Z)-14-hydroxy-icosa-2,11,17-trienoyl-CoA",C41H66N7O19P3S,1089.3660033233,C41H64N7O18P3S,1071.355438637,-18.0106,-H2-O
(3R)-sophorol + NADP+  <-  2'-hydroxypseudobaptigenin + NADPH + H+,2'-hydroxypseudobaptigenin,(3R)-sophorol,C16H10O6,298.04773805359997,C16H12O6,300.0633881178,2.0157,H2
(3R)-vestitone + NADP+  <-->  2-hydroxyformononetin + NADPH + H+,(3R)-vestitone,2-hydroxyformononetin,C16H14O5,286.0841235599,C16H12O5,284.0684734957,-2.0157,-H2
"(3R,11Z,14Z)-3-hydroxyicosadienoyl-CoA  ->  (2E,11Z,14Z)-icosa-2,11,14-trienoyl-CoA + H2O","(3R,11Z,14Z)-3-hydroxyicosadienoyl-CoA","(2E,11Z,14Z)-icosa-2,11,14-trienoyl-CoA",C41H66N7O18P3S,1073.3710887012,C41H64N7O17P3S,1055.3605240149,-18.0106,-H2-O
"(3R,4R)-3,4-bis(4-hydroxy-3-methoxybenzyl)tetrahydro-2-furanol + NAD+  ->  (-)-matairesinol + NADH + H+","(3R,4R)-3,4-bis(4-hydroxy-3-methoxybenzyl)tetrahydro-2-furanol",(-)-matairesinol,C20H24O6,360.15728850299996,C20H22O6,358.1416384388,-2.0157,-H2
"(3R,4R)-3-(6-hydroxy-1,3-benzodioxol-5-yl)-3,4-dihydro-2H-chromene-4,7-diol + NADP+  <-  (3R)-sophorol + NADPH + H+",(3R)-sophorol,"(3R,4R)-3-(6-hydroxy-1,3-benzodioxol-5-yl)-3,4-dihydro-2H-chromene-4,7-diol",C16H12O6,300.0633881178,C16H14O6,302.079038182,2.0157,H2
"(3R,4R)-7,2',4'-trihydroxyisoflavanol + NADP+  <-  (3R)-2'-hydroxydihydrodaidzein + NADPH + H+",(3R)-2'-hydroxydihydrodaidzein,"(3R,4R)-7,2',4'-trihydroxyisoflavanol",C15H12O5,272.0684734957,C15H14O5,274.0841235599,2.0157,H2
"(3R,4R)-7,2'-dihydroxy-4'-methoxyisoflavanol  ->  (-)-medicarpin + H2O","(3R,4R)-7,2'-dihydroxy-4'-methoxyisoflavanol",(-)-medicarpin,C16H16O5,288.0997736241,C16H14O4,270.0892089378,-18.0106,-H2-O
"(3R,4R)-7,2'-dihydroxy-4'-methoxyisoflavanol + NADP+  <-  (3R)-vestitone + NADPH + H+",(3R)-vestitone,"(3R,4R)-7,2'-dihydroxy-4'-methoxyisoflavanol",C16H14O5,286.0841235599,C16H16O5,288.0997736241,2.0157,H2
"(3S)-2,3-epoxy-2,3-dihydrosqualene  ->  baruol","(3S)-2,3-epoxy-2,3-dihydrosqualene",baruol,C30H50O,426.3861662271,C30H50O,426.3861662271,0.0,No difference
"(3S)-2,3-epoxy-2,3-dihydrosqualene  ->  cycloartenol","(3S)-2,3-epoxy-2,3-dihydrosqualene",cycloartenol,C30H50O,426.3861662271,C30H50O,426.3861662271,0.0,No difference
"(3S)-2,3-epoxy-2,3-dihydrosqualene  ->  friedelin","(3S)-2,3-epoxy-2,3-dihydrosqualene",friedelin,C30H50O,426.3861662271,C30H50O,426.3861662271,0.0,No difference
"(3S)-2,3-epoxy-2,3-dihydrosqualene  ->  germanicol","(3S)-2,3-epoxy-2,3-dihydrosqualene",germanicol,C30H50O,426.3861662271,C30H50O,426.3861662271,0.0,No difference
"(3S)-2,3-epoxy-2,3-dihydrosqualene  ->  glutinol","(3S)-2,3-epoxy-2,3-dihydrosqualene",glutinol,C30H50O,426.3861662271,C30H50O,426.3861662271,0.0,No difference
"(3S)-2,3-epoxy-2,3-dihydrosqualene  ->  lanosterol","(3S)-2,3-epoxy-2,3-dihydrosqualene",lanosterol,C30H50O,426.3861662271,C30H50O,426.3861662271,0.0,No difference
"(3S)-2,3-epoxy-2,3-dihydrosqualene  ->  lupeol","(3S)-2,3-epoxy-2,3-dihydrosqualene",lupeol,C30H50O,426.3861662271,C30H50O,426.3861662271,0.0,No difference
"(3S)-2,3-epoxy-2,3-dihydrosqualene  ->  marneral","(3S)-2,3-epoxy-2,3-dihydrosqualene",marneral,C30H50O,426.3861662271,C30H50O,426.3861662271,0.0,No difference
"(3S)-2,3-epoxy-2,3-dihydrosqualene  ->  parkeol","(3S)-2,3-epoxy-2,3-dihydrosqualene",parkeol,C30H50O,426.3861662271,C30H50O,426.3861662271,0.0,No difference
"(3S)-2,3-epoxy-2,3-dihydrosqualene  ->  taraxerol","(3S)-2,3-epoxy-2,3-dihydrosqualene",taraxerol,C30H50O,426.3861662271,C30H50O,426.3861662271,0.0,No difference
"(3S)-2,3-epoxy-2,3-dihydrosqualene  ->  thalianol","(3S)-2,3-epoxy-2,3-dihydrosqualene",thalianol,C30H50O,426.3861662271,C30H50O,426.3861662271,0.0,No difference
"(3S,6E)-nerolidol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (3E)-4,8-dimethylnona-1,3,7-triene + but-3-en-2-one + oxidized [NADPH-hemoprotein reductase] + 2 H2O","(3S,6E)-nerolidol","(3E)-4,8-dimethylnona-1,3,7-triene",C15H26O,222.1983654567,C11H18,150.1408505778,-72.0575,-C4-H8-O
(3Z)-hexenal + NADPH + H+  ->  (3Z)-hex-3-en-1-ol + NADP+,(3Z)-hexenal,(3Z)-hex-3-en-1-ol,C6H10O,98.0731649431,C6H12O,100.0888150073,2.0157,H2
(4-hydroxyphenyl)acetonitrile + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (R)-4-hydroxymandelonitrile + oxidized [NADPH-hemoprotein reductase] + H2O,(4-hydroxyphenyl)acetonitrile,(R)-4-hydroxymandelonitrile,C8H7NO,133.052763852,C8H7NO2,149.0476784741,15.9949,O
"(4aR,10bS)-noroxomaritidine + NADPH + H+  ->  (10bS,4aR)-oxomaritinamine + NADP+","(4aR,10bS)-noroxomaritidine","(10bS,4aR)-oxomaritinamine",C16H17NO3,271.12084341720004,C16H19NO3,273.1364934814,2.0157,H2
"(4aS,10bR)-noroxomaritidine + NADPH + H+  ->  (10bR,4aS)-oxomaritinamine + NADP+","(4aS,10bR)-noroxomaritidine","(10bR,4aS)-oxomaritinamine",C16H17NO3,271.12084341720004,C16H19NO3,273.1364934814,2.0157,H2
(4R)-limonene + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (+)-trans-carveol + oxidized [NADPH-hemoprotein reductase] + H2O,(4R)-limonene,(+)-trans-carveol,C10H16,136.1252005136,C10H16O,152.1201151357,15.9949,O
"(4S)-4-(5,5-dimethylcyclohex-1-en-1-yl)cyclohex-1-ene-1-carbaldehyde + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  zealexin A1 + oxidized [NADPH-hemoprotein reductase] + H2O + H+","(4S)-4-(5,5-dimethylcyclohex-1-en-1-yl)cyclohex-1-ene-1-carbaldehyde",zealexin A1,C15H22O,218.1670653283,C15H21O2,234.1619799504,15.9949,-HO
(4S)-limonene + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (-)-trans-carveol + oxidized [NADPH-hemoprotein reductase] + H2O,(4S)-limonene,(-)-trans-carveol,C10H16,136.1252005136,C10H16O,152.1201151357,15.9949,O
(4S)-limonene + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (-)-trans-isopiperitenol + oxidized [NADPH-hemoprotein reductase] + H2O,(4S)-limonene,(-)-trans-isopiperitenol,C10H16,136.1252005136,C10H16O,152.1201151357,15.9949,O
(4S)-limonene + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (S)-perillyl alcohol + oxidized [NADPH-hemoprotein reductase] + H2O,(4S)-limonene,(S)-perillyl alcohol,C10H16,136.1252005136,C10H16O,152.1201151357,15.9949,O
"(6aR,11aR)-3,9-dihydroxypterocarpan + prenyl diphosphate  ->  (-)-phaseollidin + diphosphate","(6aR,11aR)-3,9-dihydroxypterocarpan",(-)-phaseollidin,C15H12O4,256.0735588736,C20H20O4,324.13615913039996,68.0626,C5H8
