kegg1,kegg2,smiles1,smiles2,mass1,mass2,formula1,formula2,Δm/z,mzDiff,REACTION ID,ENZYME ID,COMMENT,PATHWAY
C04346,C11907,C[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O)N,C[C@@H]1C(=O)[C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O,547.0968,546.0652,C16H27N3O14P2,C16H24N2O15P2,1.0316,1.0316 ,R04438,2.6.1.59,0,rn00541: O-Antigen nucleotide sugar biosynthesis///rn01100: Metabolic pathways///rn01250: Biosynthesis of nucleotide sugars
C06054,C06055,C([C@H](C(=O)C(=O)O)O)OP(=O)(O)O,C([C@H]([C@@H](C(=O)O)N)O)OP(=O)(O)O,213.9879,215.0195,C4H7O8P,C4H10NO7P,-1.0316,1.0316 ,R05085,2.6.1.52,0,rn00750: Vitamin B6 metabolism///rn01100: Metabolic pathways///rn01240: Biosynthesis of cofactors
C00430,C02800,C(CC(=O)O)C(=O)CN,C(CC(=O)O)C(=O)C=O,131.0582,130.0266,C5H9NO3,C5H6O4,1.0316,1.0316 ,R02271,2.6.1.43,0,rn00860: Porphyrin metabolism
C00855,C01180,CSCC[C@H](C(=O)O)N,CSCCC(=O)C(=O)O,149.051,148.0194,C5H11NO2S,C5H8O3S,1.0316,1.0316 ,R03001,2.6.1.41,0,rn00470: D-Amino acid metabolism///rn01100: Metabolic pathways
C00349,C01205,CC(C=O)C(=O)O,C[C@H](CN)C(=O)O,102.0317,103.0633,C4H6O3,C4H9NO2,-1.0316,1.0316 ,R02050,2.6.1.40,0,"rn00280: Valine, leucine and isoleucine degradation"
C00322,C00956,C(CC(=O)C(=O)O)CC(=O)O,C(C[C@@H](C(=O)O)N)CC(=O)O,160.0372,161.0688,C6H8O5,C6H11NO4,-1.0316,1.0316 ,R01939,2.6.1.39,0,rn00300: Lysine biosynthesis///rn00310: Lysine degradation///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites///rn01120: Microbial metabolism in diverse environments///rn01210: 2-Oxocarboxylic acid metabolism///rn01230: Biosynthesis of amino acids
C04613,C04630,C[C@@H]1C(=O)[C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C)O,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C)O)N,589.071,590.1026,C17H25N3O16P2,C17H28N4O15P2,-1.0316,1.0316 ,R04529,2.6.1.34,0,rn00520: Amino sugar and nucleotide sugar metabolism///rn00541: O-Antigen nucleotide sugar biosynthesis///rn01100: Metabolic pathways///rn01250: Biosynthesis of nucleotide sugars
C04268,C11907,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O)N,C[C@@H]1C(=O)[C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O,547.0968,546.0652,C16H27N3O14P2,C16H24N2O15P2,1.0316,1.0316 ,R02773,2.6.1.33,0,rn00523: Polyketide sugar unit biosynthesis///rn00525: Acarbose and validamycin biosynthesis///rn00541: O-Antigen nucleotide sugar biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites///rn01250: Biosynthesis of nucleotide sugars
C00643,C05646,C1=CC2=C(C=C1O)C(=CN2)C[C@@H](C(=O)O)N,C1=CC2=C(C=C1O)C(=CN2)CC(=O)C(=O)O,220.0848,219.0532,C11H12N2O3,C11H9NO4,1.0316,1.0316 ,R02700,2.6.1.27,0,rn00380: Tryptophan metabolism///rn01100: Metabolic pathways
C02465,C03832,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(=O)C(=O)O)I)I)O,650.79,649.7584,C15H12I3NO4,C15H9I3O5,1.0316,1.0316 ,R03952,2.6.1.26,0,0
C04421,C04462,C(C[C@@H](C(=O)O)N)C[C@@H](C(=O)O)NC(=O)CCC(=O)O,C(C[C@@H](C(=O)O)NC(=O)CCC(=O)O)CC(=O)C(=O)O,290.1114,289.0798,C11H18N2O7,C11H15NO8,1.0316,1.0316 ,R04475,2.6.1.17,0,rn00300: Lysine biosynthesis///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments///rn01230: Biosynthesis of amino acids
C00152,C02362,C([C@@H](C(=O)O)N)C(=O)N,C(C(=O)C(=O)O)C(=O)N,132.0535,131.0219,C4H8N2O3,C4H5NO4,1.0316,1.0316 ,R01346,2.6.1.14,0,"rn00250: Alanine, aspartate and glutamate metabolism///rn01100: Metabolic pathways"
C02378,C06102,C(CCC(=O)O)CCN,C(CCC(=O)O)CC=O,131.0946,130.063,C6H13NO2,C6H10O3,1.0316,1.0316 ,R05507,2.6.1.116,0,rn00930: Caprolactam degradation///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments
C18032,C18033,C[C@@H]1C(=O)CC[C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O,C[C@@H]1[C@H](CC[C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)N,514.0754,515.107,C16H24N2O13P2,C16H27N3O12P2,-1.0316,1.0316 ,R08931,2.6.1.110,0,rn00523: Polyketide sugar unit biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites///rn01250: Biosynthesis of nucleotide sugars
C00437,C01250,CC(=O)N[C@@H](CCCN)C(=O)O,CC(=O)N[C@@H](CCC=O)C(=O)O,174.1004,173.0688,C7H14N2O3,C7H11NO4,1.0316,1.0316 ,R02283,2.6.1.11,0,rn00220: Arginine biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites///rn01210: 2-Oxocarboxylic acid metabolism///rn01230: Biosynthesis of amino acids
C11909,C11910,C[C@@H]1CC(=O)[C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O,C[C@@H]1C[C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)N,530.0703,531.1019,C16H24N2O14P2,C16H27N3O13P2,-1.0316,1.0316 ,R06426,2.6.1.106,0,rn00523: Polyketide sugar unit biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites///rn01250: Biosynthesis of nucleotide sugars
C03590,C12323,C1=CC(=CC=C1C(=O)C(=O)O)O,C1=CC(=CC=C1[C@@H](C(=O)O)N)O,166.0266,167.0582,C8H6O4,C8H9NO3,-1.0316,1.0316 ,R06626,2.6.1.103,"L-hydroxyphenylglycine transaminase,HpgT",rn00261: Monobactam biosynthesis///rn01055: Biosynthesis of vancomycin group antibiotics///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C02627,C17581,C1[C@H]([C@@H](C([C@@H]([C@H]1N)O)O)O)N,C1[C@@H]([C@H]([C@@H]([C@H](C1=O)O)O)O)N,162.1004,161.0688,C6H14N2O3,C6H11NO4,1.0316,1.0316 ,R08891,2.6.1.101,0,"rn00524: Neomycin, kanamycin and gentamicin biosynthesis///rn01110: Biosynthesis of secondary metabolites"
C00506,C05528,C([C@@H](C(=O)O)N)S(=O)(=O)O,C(C(=O)C(=O)O)S(=O)(=O)O,169.0045,167.9729,C3H7NO5S,C3H4O6S,1.0316,1.0316 ,R02433,2.6.1.1,0,rn00270: Cysteine and methionine metabolism///rn01100: Metabolic pathways
C17228,C17229,CSCCCCCCCC(=O)C(=O)O,CSCCCCCCCC(C(=O)O)N,218.0977,219.1293,C10H18O3S,C10H21NO2S,-1.0316,1.0316 ,R08643,2.6.1.-,0,rn00966: Glucosinolate biosynthesis///rn01210: 2-Oxocarboxylic acid metabolism
C05127,C05827,CN1C=C(N=C1)CCN,CN1C=C(N=C1)CC=O,125.0953,124.0637,C6H11N3,C6H8N2O,1.0316,1.0316 ,R04674,1.4.3.4///1.4.3.22,0,rn00340: Histidine metabolism///rn01100: Metabolic pathways
C05583,C05589,COC1=C(C=CC(=C1)C(C=O)O)O,COC1=C(C=CC(=C1)[C@H](CN)O)O,182.0579,183.0895,C9H10O4,C9H13NO3,-1.0316,1.0316 ,R04893,1.4.3.4,0,rn00350: Tyrosine metabolism///rn01100: Metabolic pathways
C02723,C10974,CNCCCCN,CNCCCC=O,102.1157,101.0841,C5H14N2,C5H11NO,1.0316,1.0316 ,R05334,1.4.3.22,see R04027///see 1.4.3.10,0
C00047,C03239,C(CCN)C[C@@H](C(=O)O)N,C(CCN)CC(=O)C(=O)O,146.1055,145.0739,C6H14N2O2,C6H11NO3,1.0316,1.0316 ,R00447,1.4.3.14,0,"rn00310: Lysine degradation///rn00960: Tropane, piperidine and pyridine alkaloid biosynthesis///rn01100: Metabolic pathways"
C15699,C15700,C(CCNC(=O)CC[C@@H](C(=O)O)N)CN,C(CC=O)CNC(=O)CC[C@@H](C(=O)O)N,217.1426,216.111,C9H19N3O3,C9H16N2O4,1.0316,1.0316 ,R07415,1.4.3.-,0,rn00330: Arginine and proline metabolism///rn01100: Metabolic pathways
C01186,C03656,C[C@@H](C[C@@H](CC(=O)O)N)N,C[C@@H](CC(=O)CC(=O)O)N,146.1055,145.0739,C6H14N2O2,C6H11NO3,1.0316,1.0316 ,R03349,1.4.1.11,0,rn00310: Lysine degradation///rn01100: Metabolic pathways
C20278,C20279,C[C@H](CCN)[C@H](C(=O)NCCCC[C@@H](C(=O)O)N)N,C[C@H](CC=O)[C@H](C(=O)NCCCC[C@@H](C(=O)O)N)N,274.2005,273.1689,C12H26N4O3,C12H23N3O4,1.0316,1.0316 ,R10012,1.4.1.-,3-methylornithyl-N6-L-lysine dehydrogenase,rn00300: Lysine biosynthesis///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments
C00825,C20509,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)N)N,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2C(=O)[C@H]([C@@H]([C@H](O2)CN)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,483.254,482.2224,C18H37N5O10,C18H34N4O11,1.0316,1.0316 ,R10312,1.14.11.37,0,"rn00524: Neomycin, kanamycin and gentamicin biosynthesis///rn01110: Biosynthesis of secondary metabolites"
C20350,C20351,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O)N,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C=O)O)O)O)O)O)N,323.1693,322.1376,C12H25N3O7,C12H22N2O8,1.0317,1.0316 ,R10094,2.6.1.94,0,"rn00524: Neomycin, kanamycin and gentamicin biosynthesis///rn01110: Biosynthesis of secondary metabolites"
C03900,C04264,C1=CC(=CC=C1SC[C@@H](C(=O)O)N)Br,C1=CC(=CC=C1SCC(=O)C(=O)O)Br,274.9616,273.9299,C9H10BrNO2S,C9H7BrO3S,1.0317,1.0316 ,R04338,2.6.1.75,0,0
C01298,C04673,[C@@H]1([C@@H]([C@H]([C@@H]([C@H]([C@@H]1O)O)O)N=C(N)N)O)N,[C@@H]1([C@@H]([C@H]([C@@H](C(=O)[C@@H]1O)O)O)O)N=C(N)N,220.1172,219.0855,C7H16N4O4,C7H13N3O5,1.0317,1.0316 ,R03502,2.6.1.56,0,rn00521: Streptomycin biosynthesis///rn01110: Biosynthesis of secondary metabolites
C00691,C01214,[C@H]1([C@H](C(=O)[C@H]([C@@H](C1O)O)O)O)O,[C@H]1([C@H](C([C@H]([C@@H](C1N)O)O)O)O)O,178.0477,179.0794,C6H10O6,C6H13NO5,-1.0317,1.0316 ,R02781,2.6.1.50,0,rn00521: Streptomycin biosynthesis///rn01110: Biosynthesis of secondary metabolites
C00431,C03273,C(CCN)CC(=O)O,C(CC=O)CC(=O)O,117.079,116.0473,C5H11NO2,C5H8O3,1.0317,1.0316 ,R02274,2.6.1.48,0,rn00310: Lysine degradation///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments
C00830,C00872,C(=O)(C(=O)O)C(=O)O,C(C(=O)O)(C(=O)O)N,117.9902,119.0219,C3H2O5,C3H5NO4,-1.0317,1.0316 ,R02970,2.6.1.47,0,0
C00135,C03277,C1=C(NC=N1)C[C@@H](C(=O)O)N,C1=C(NC=N1)CC(=O)C(=O)O,155.0695,154.0378,C6H9N3O2,C6H6N2O3,1.0317,1.0316 ,R01161,2.6.1.38,0,rn00340: Histidine metabolism///rn01100: Metabolic pathways
C03167,C03557,C(C=O)P(=O)(O)O,C(CP(=O)(O)O)N,123.9925,125.0242,C2H5O4P,C2H8NO3P,-1.0317,1.0316 ,R04152,2.6.1.37,0,rn00440: Phosphonate and phosphinate metabolism///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments
C01060,C01244,C1=C(C=C(C(=C1I)O)I)C[C@@H](C(=O)O)N,C1=C(C=C(C(=C1I)O)I)CC(=O)C(=O)O,432.8672,431.8355,C9H9I2NO3,C9H6I2O4,1.0317,1.0316 ,R03207,2.6.1.24,0,0
C01127,C03079,C(C(C(=O)O)O)C(=O)C(=O)O,C([C@@H](C(=O)O)N)C(C(=O)O)O,162.0164,163.0481,C5H6O6,C5H9NO5,-1.0317,1.0316 ,R03266,2.6.1.23,0,0
C00755,C16666,COC1=C(C=CC(=C1)C=O)O,COC1=C(C=CC(=C1)CN)O,152.0473,153.079,C8H8O3,C8H11NO2,-1.0317,1.0316 ,R12622,2.6.1.119,0,rn00996: Biosynthesis of various alkaloids///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C17209,C17580,C1[C@H]([C@@H]([C@H]([C@@H](C1=O)O)O)O)O,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1O)O)O)O)N,162.0528,163.0845,C6H10O5,C6H13NO4,-1.0317,1.0316 ,R08890,2.6.1.100,0,"rn00524: Neomycin, kanamycin and gentamicin biosynthesis///rn01110: Biosynthesis of secondary metabolites"
C07025,C07026,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H](C(=O)[C@H](O3)COP(=O)(O)O)O,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)N)O,345.0474,346.0791,C10H12N5O7P,C10H15N6O6P,-1.0317,1.0316 ,R05670,2.-.-.-,"Pur4, the presumptive aminotransferase, pyridoxal phosphate/ L-///glutamate-dependent enzyme///Ref.1. The Journal of Biological chemistry; vol.271, No.3, Jan 19,///pp.1579-1590, 1996",rn00998: Biosynthesis of various antibiotics///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C00483,C03765,C1=CC(=CC=C1CCN)O,C1=CC(=CC=C1CC=O)O,137.0841,136.0524,C8H11NO,C8H8O2,1.0317,1.0316 ,R02382,1.4.3.4///1.4.3.21///1.4.3.-///1.4.9.2,0,rn00350: Tyrosine metabolism///rn01100: Metabolic pathways
C00944,C16850,C1[C@H]([C@@H](C(=O)C[C@]1(C(=O)O)O)O)O,CC(=O)[C@H]([C@@H](C[C@@H](C(=O)O)N)O)O,190.0477,191.0794,C7H10O6,C7H13NO5,-1.0317,1.0316 ,R08569,1.4.1.24,"two-step reaction (oxidative deamination, cyclization)///possibly intermediate (3,7-dideoxy-D-threo-hept-2,6-diulosonic acid)","rn00400: Phenylalanine, tyrosine and tryptophan biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites"
C00680,C03871,C(C[C@H](C(=O)O)N)C[C@@H](C(=O)O)N,C(C[C@@H](C(=O)O)N)CC(=O)C(=O)O,190.0954,189.0637,C7H14N2O4,C7H11NO5,1.0317,1.0316 ,R02755,1.4.1.16,0,rn00300: Lysine biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites///rn01230: Biosynthesis of amino acids
C00472,C02372,C1=CC(=O)C=CC1=O,C1=CC(=CC=C1N)O,108.0211,109.0528,C6H4O2,C6H7NO,-1.0317,1.0316 ,R06852,1.4.-.-,4-aminophenol dehydrogenase///two-step reaction,rn00627: Aminobenzoate degradation///rn01120: Microbial metabolism in diverse environments
C02199,C15579,C[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H](C(O2)N3C=CC(=O)NC3=O)O)O)O)O)O,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC4=C(C=C3)C(=O)CC(O4)C5=CC=CC=C5)CO)O)O)O)O)O,550.0601,548.1894,C15H24N2O16P2,C27H32O12,1.8707,1.8707 ,R07337,2.4.1.236,0,0
C06399,C06503,C/C/1=C/2\[C@@]([C@@H](/C(=C/C3=N/C(=C(\C4=NC([C@@H]([C@@]4(C)CCC(=O)O)CC(=O)O)[C@]5([C@@]([C@@H](C1=N5)CCC(=O)O)(C)CC(=O)O)C)/C)/[C@H](C3(C)C)CCC(=O)O)/N2)CCC(=O)O)(C)CC(=O)O,C/C/1=C/2\[C@@]([C@@H](/C(=C/C3=N/C(=C(\C4=NC([C@@H]([C@@]4(C)CCC(=O)O)CC(=O)O)[C@]5([C@@]([C@@H](C1=N5)CCC(=O)O)(C)CC(=O)N)C)/C)/[C@H](C3(C)C)CCC(=O)O)/N2)CCC(=O)O)(C)CC(=O)N,880.4106,878.4426,C45H60N4O14,C45H62N6O12,1.968,1.9680 ,R05224,6.3.5.9,multi-step reaction,rn00860: Porphyrin metabolism///rn01100: Metabolic pathways///rn01240: Biosynthesis of cofactors
C05773,C06504,C/C/1=C/2\[C@H]([C@]([C@@]([N-]2)([C@H]3[C@@H]([C@@](C(=N3)/C(=C\4/[C@H](C(C(=N4)/C=C\5/[C@H]([C@](C1=N5)(C)CC(=O)O)CCC(=O)O)(C)C)CCC(=O)O)/C)(C)CCC(=O)O)CC(=O)O)C)(C)CC(=O)O)CCC(=O)O.[Co+2],C/C/1=C/2\[C@H]([C@]([C@@]([N-]2)([C@H]3[C@@H]([C@@](C(=N3)/C(=C\4/[C@H](C(C(=N4)/C=C\5/[C@H]([C@](C1=N5)(C)CC(=O)N)CCC(=O)O)(C)C)CCC(=O)O)/C)(C)CCC(=O)O)CC(=O)O)C)(C)CC(=O)N)CCC(=O)O.[Co+2],938.336,936.3679,C45H59CoN4O14,C45H61CoN6O12,1.9681,1.9680 ,R05815,6.3.5.11,two-step reaction (see R09598+R09599),rn00860: Porphyrin metabolism///rn01100: Metabolic pathways///rn01240: Biosynthesis of cofactors
C01161,C03077,C1=CC(=C(C=C1CC(=O)O)O)O,C1=CC(=CC=C1CC(=O)O)Cl,168.0423,170.0135,C8H8O4,C8H7ClO2,-1.9712,1.9712 ,R03306,1.14.12.9,0,rn00350: Tyrosine metabolism///rn01120: Microbial metabolism in diverse environments
C00083,C00332,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,853.1156,851.1363,C24H38N7O19P3S,C25H40N7O18P3S,1.9793,1.9793 ,R09527,2.3.1.194,0,0
C00002,C03028,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)OP(=O)(O)O,506.9957,505.0113,C10H16N5O13P3,C12H20N4O10P3S,1.9844,1.9844 ,R00616,2.7.4.15,0,rn00730: Thiamine metabolism///rn01100: Metabolic pathways
C00455,C01185,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)[O-])O)O)C(=O)N,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)C(=O)O,334.0566,336.0484,C11H15N2O8P,C11H15NO9P,-1.9918,1.9918 ,R02322,3.5.1.42,0,rn00760: Nicotinate and nicotinamide metabolism///rn01100: Metabolic pathways
C02802,C02949,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)F)O,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O,889.132,887.1363,C28H39FN7O17P3S,C28H40N7O18P3S,1.9957,1.9957 ,R08118,3.8.1.7,0,rn00364: Fluorobenzoate degradation///rn01120: Microbial metabolism in diverse environments
C00202,C03113,CC(C)OP(=O)(OC(C)C)F,CC(C)OP(=O)(O)OC(C)C,184.0665,182.0708,C6H14FO3P,C6H15O4P,1.9957,1.9957 ,R01533,3.1.8.2,0,0
C02222,C16476,C(C(=O)/C=C\C(=O)O)C(=O)O,C1=CC(OC1=O)(CC(=O)O)F,158.0215,160.0172,C6H6O5,C6H5FO4,-1.9957,1.9957 ,R08121,3.1.1.45,0,rn00364: Fluorobenzoate degradation///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments
C00025,C00073,C(CC(=O)O)[C@@H](C(=O)O)N,CSCC[C@@H](C(=O)O)N,147.0532,149.051,C5H9NO4,C5H11NO2S,-1.9978,1.9978 ,R07396,2.6.1.5///2.6.1.57,0,rn00270: Cysteine and methionine metabolism///rn01100: Metabolic pathways
C00026,C01180,C(CC(=O)O)C(=O)C(=O)O,CSCCC(=O)C(=O)O,146.0215,148.0194,C5H6O5,C5H8O3S,-1.9979,1.9979 ,R07396,2.6.1.5///2.6.1.57,0,rn00270: Cysteine and methionine metabolism///rn01100: Metabolic pathways
C00950,C06484,C([C@H]([C@H](CS)O)O)S,C1[C@H]([C@H](CSS1)O)O,154.0122,151.9966,C4H10O2S2,C4H8O2S2,2.0156,2.0156 ,R05072,2.8.1.5,0,rn00920: Sulfur metabolism///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments
C00074,C00111,C=C(C(=O)O)OP(=O)(O)O,C(C(=O)COP(=O)(O)O)O,167.9824,169.998,C3H5O6P,C3H7O6P,-2.0156,2.0156 ,R01012,2.7.1.121,0,rn00561: Glycerolipid metabolism///rn01100: Metabolic pathways
C16567,C16568,C(CCNCCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@@H](C(=O)O)N)CCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@@H](C(=O)O)N,C1CCNCCCNC(=O)CNC(=O)[C@H](CSSC[C@@H](C(=O)NCC(=O)NCC1)NC(=O)CC[C@@H](C(=O)O)N)NC(=O)CC[C@@H](C(=O)O)N,737.32,735.3044,C28H51N9O10S2,C28H49N9O10S2,2.0156,2.0156 ,R08357,1.8.1.12,0,rn00480: Glutathione metabolism
C02059,C03313,CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCCC(C)CCCC(C)CCCC(C)C,CC1=C(C2=CC=CC=C2C(=C1C/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O)O,450.3498,452.3654,C31H46O2,C31H48O2,-2.0156,2.0156 ,R03816,1.6.5.2,0,rn00130: Ubiquinone and other terpenoid-quinone biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites///rn01240: Biosynthesis of cofactors
C04377,C04488,C[C@H]1[C@@H]2[C@H](N(CN2C3=C(N1)NC(=NC3=O)N)C4=CC=C(C=C4)C[C@@H]([C@@H]([C@@H](CO[C@@H]5[C@@H]([C@@H]([C@H](O5)COP(=O)(O)O[C@@H](CCC(=O)O)C(=O)O)O)O)O)O)O)C,C[C@H]1[C@@H](N(C2=C(N1)NC(=NC2=O)N)C)[C@@H](C)NC3=CC=C(C=C3)C[C@@H]([C@@H]([C@@H](CO[C@@H]4[C@@H]([C@@H]([C@H](O4)COP(=O)(O)O[C@@H](CCC(=O)O)C(=O)O)O)O)O)O)O,788.263,790.2786,C31H45N6O16P,C31H47N6O16P,-2.0156,2.0156 ,R04464,1.5.98.2,0,rn00680: Methane metabolism///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments///rn01200: Carbon metabolism
C00018,C00627,CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O,CC1=NC=C(C(=C1O)CO)COP(=O)(O)O,247.0246,249.0402,C8H10NO6P,C8H12NO6P,-2.0156,2.0156 ,R00278,1.4.3.5,0,rn00750: Vitamin B6 metabolism///rn01100: Metabolic pathways///rn01240: Biosynthesis of cofactors
C19687,C19688,C1=CC2=C(C(=C1)Cl)NC=C2C[C@@H](C(=O)O)N,C1=CC2=C(C(=C1)Cl)NC=C2CC(=N)C(=O)O,238.0509,236.0353,C11H11ClN2O2,C11H9ClN2O2,2.0156,2.0156 ,R09560,1.4.3.23,0,rn00404: Staurosporine biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C05432,C15867,CC(=CCC/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C=C(/CCC=C(C)C)\C)\C)\C)/C)/C)/C)C,CC(=CCC/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(C)C)/C)/C)/C)C,536.4382,534.4226,C40H56,C40H54,2.0156,2.0156 ,R07518,1.3.99.30,Phytoene dehydrogenase(al-1),rn00906: Carotenoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C05414,C05421,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)/C)/C)/C)C,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/C=C\C=C(\CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)/C)/C)C,542.4852,544.5008,C40H62,C40H64,-2.0156,2.0156 ,R09692,1.3.99.28///1.3.99.29///1.3.99.30///1.3.99.31,0,rn00906: Carotenoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
